SHRP_ID,STATE_CODE,STATE_CODE_EXP,CONSTRUCTION_NO,LAYER_NO,DESCRIPTION,DESCRIPTION_EXP,LAYER_TYPE,LAYER_TYPE_EXP,REPR_THICKNESS,MATL_CODE_EXP,MATL_CODE,PROJECT_LAYER_CODE,LAYER_COMMENT1,LAYER_COMMENT1_EXP,LAYER_COMMENT2,LAYER_COMMENT2_EXP,LAYER_COMMENT3,LAYER_COMMENT3_EXP,COMMENT_NOTE,INV_LAYER_NO,INV_LAYER_NO_2,RECORD_STATUS
263,38,North Dakota,2,5,3,Original Surface Layer,PC,Portland cement concrete layer,11,Portland Cement Concrete (JPCP),4,G,,,,,,,,,,E
264,38,North Dakota,1,5,3,Original Surface Layer,PC,Portland cement concrete layer,11,Portland Cement Concrete (JPCP),4,I,,,,,,,,,,E
3005,38,North Dakota,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
3006,38,North Dakota,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.5,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
5002,38,North Dakota,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,7.900000095,Portland Cement Concrete (CRCP),6,,,,,,,,,4,,E
201,39,Ohio,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.900000095,Portland Cement Concrete (JPCP),4,G,,,,,,,,,,E
202,39,Ohio,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.300000191,Portland Cement Concrete (JPCP),4,H,,,,,,,,,,E
203,39,Ohio,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,11.19999981,Portland Cement Concrete (JPCP),4,G,,,,,,,,,,E
204,39,Ohio,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,11.10000038,Portland Cement Concrete (JPCP),4,H,,,,,,,,,,E
705,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.199999809,Portland Cement Concrete (JPCP),4,E,,,,,,,,3,,E
705,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.199999809,Portland Cement Concrete (JPCP),4,E,,,,,,,,3,,E
705,29,Missouri,2,4,1,Overlay,PC,Portland cement concrete layer,3.099999905,Portland Cement Concrete (JPCP),4,F,Z,Other (Enter description in COMMENT_NOTE field.),,,,,SHOTBLASTED - GROUTED OVERLAY,4,,E
706,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JPCP),4,E,M,"Layer inadvertently not sampled during drill & sample, but layer does exist.",,,,,,3,,E
706,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JPCP),4,E,,,,,,,,3,,E
706,29,Missouri,2,4,1,Overlay,PC,Portland cement concrete layer,5.599999905,Portland Cement Concrete (JPCP),4,F,,,,,,,,4,,E
707,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JPCP),4,E,,,,,,,,3,,E
707,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JPCP),4,E,,,,,,,,3,,E
707,29,Missouri,2,4,1,Overlay,PC,Portland cement concrete layer,4.900000095,Portland Cement Concrete (JPCP),4,F,Z,Other (Enter description in COMMENT_NOTE field.),,,,,SHOTBLASTED PCC OVERLAY - NO GROUT,4,,E
708,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.5,Portland Cement Concrete (JPCP),4,E,,,,,,,,3,,E
708,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JPCP),4,E,Z,Other (Enter description in COMMENT_NOTE field.),,,,,DIAMOND GROUND - 25MM OFF ORIGINAL PCC,3,,E
708,29,Missouri,2,4,1,Overlay,PC,Portland cement concrete layer,4.900000095,Portland Cement Concrete (JPCP),4,F,Z,Other (Enter description in COMMENT_NOTE field.),,,,,PCC OVERLAY - NO GROUT,4,,E
709,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.600000381,Portland Cement Concrete (JPCP),4,E,,,,,,,,3,,E
709,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.800000191,Portland Cement Concrete (JPCP),4,E,Z,Other (Enter description in COMMENT_NOTE field.),,,,,DIAMOND GROUND AND GROUTED,3,,E
709,29,Missouri,2,4,1,Overlay,PC,Portland cement concrete layer,5.099999905,Portland Cement Concrete (JPCP),4,F,,,,,,,,4,,E
759,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JPCP),4,E,,,,,,,,3,,E
759,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JPCP),4,E,,,,,,,,3,,E
760,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.300000191,Portland Cement Concrete (JPCP),4,E,,,,,,,,3,,E
760,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.699999809,Portland Cement Concrete (JPCP),4,E,,,,,,,,3,,E
760,29,Missouri,2,4,1,Overlay,PC,Portland cement concrete layer,4.099999905,Portland Cement Concrete (JPCP),4,F,,,,,,,,4,,E
807,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.900000095,Portland Cement Concrete (JPCP),4,F,,,,,,,,,,E
808,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.89999962,Portland Cement Concrete (JPCP),4,F,,,,,,,,,,E
901,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
901,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
902,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
902,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
903,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
903,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
959,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
214,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.800000191,Portland Cement Concrete (JPCP),4,I,,,,,,,,,,E
215,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,11.10000038,Portland Cement Concrete (JPCP),4,H,,,,,,,,,,E
A607,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.199999809,Portland Cement Concrete (JPCP),4,D,Z,Other (Enter description in COMMENT_NOTE field.),,,,,ORIGINAL JPCP,3,,E
A607,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.199999809,Portland Cement Concrete (JPCP),4,D,Z,Other (Enter description in COMMENT_NOTE field.),,,,,CRACK AND SEAT JPCP,3,,E
A608,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.300000191,Portland Cement Concrete (JPCP),4,D,P,Material code for layer derived from lab. testing of adjacent test section.,Z,Other (Enter description in COMMENT_NOTE field.),,,DERIVED FROM SECTION 29A605,3,,E
A608,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.300000191,Portland Cement Concrete (JPCP),4,D,Z,Other (Enter description in COMMENT_NOTE field.),,,,,CRACK AND SEAT JPCP,3,,E
A807,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.600000381,Portland Cement Concrete (JPCP),4,E,,,,,,,,,,E
A808,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,11.10000038,Portland Cement Concrete (JPCP),4,E,,,,,,,,,,E
A410,19,Iowa,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
A430,19,Iowa,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JPCP),4,C,,,,,,,,3,,E
B410,19,Iowa,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,10.60000038,Portland Cement Concrete (JPCP),4,D,,,,,,,,4,,E
B430,19,Iowa,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,10.60000038,Portland Cement Concrete (JPCP),4,D,,,,,,,,4,,E
201,20,Kansas,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,7.699999809,Portland Cement Concrete (JPCP),4,H,,,,,,,,,,E
202,20,Kansas,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,7.5,Portland Cement Concrete (JPCP),4,I,,,,,,,,,,E
203,20,Kansas,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,11.19999981,Portland Cement Concrete (JPCP),4,H,,,,,,,,,,E
204,20,Kansas,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,11.30000019,Portland Cement Concrete (JPCP),4,I,,,,,,,,,,E
205,20,Kansas,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,7.300000191,Portland Cement Concrete (JPCP),4,H,,,,,,,,,,E
206,20,Kansas,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,7.699999809,Portland Cement Concrete (JPCP),4,I,,,,,,,,,,E
207,20,Kansas,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,10.89999962,Portland Cement Concrete (JPCP),4,H,,,,,,,,,,E
7050,31,Nebraska,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
960,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
961,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.800000191,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
909,55,Wisconsin,2,5,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,H,,,,,,,,4,,E
3068,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
3069,26,Michigan,1,2,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
4015,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.699999809,Portland Cement Concrete (JRCP),5,,,,,,,,,4,,E
5363,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (CRCP),6,,,,,,,,,4,,E
7072,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,,,,,,,,,4,,E
9029,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (CRCP),6,,,,,,,,,4,,E
9029,26,Michigan,1,6,1,Overlay,PC,Portland cement concrete layer,7.300000191,Portland Cement Concrete (JRCP),5,,,,,,,,,6,,E
9030,26,Michigan,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,,,,,,,,,4,,E
9030,26,Michigan,1,6,1,Overlay,PC,Portland cement concrete layer,6.900000095,Portland Cement Concrete (JRCP),5,,,,,,,,,6,,E
5827,37,North Carolina,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (CRCP),6,,,,,,,,,3,,E
601,42,Pennsylvania,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
602,42,Pennsylvania,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.19999981,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
605,42,Pennsylvania,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.10000038,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
659,42,Pennsylvania,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
1690,42,Pennsylvania,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.5,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
3044,42,Pennsylvania,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,12.69999981,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
7037,42,Pennsylvania,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
9027,42,Pennsylvania,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.900000095,Portland Cement Concrete (JRCP),5,,K,This layer absent at approach end.,Z,Other (Enter description in COMMENT_NOTE field.),,,PATCH AT 0+00 END,3,,E
9027,42,Pennsylvania,2,6,1,Overlay,PC,Portland cement concrete layer,12.19999981,Portland Cement Concrete (JRCP),5,,,,,,,,,5,,E
A410,42,Pennsylvania,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.5,Portland Cement Concrete (JRCP),5,C,P,Material code for layer derived from lab. testing of adjacent test section.,Q,Layer thickness derived by measuring same material from adjacent test section.,Z,Other (Enter description in COMMENT_NOTE field.),DERIVED FROM SECTION 421690,3,,E
A411,42,Pennsylvania,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.5,Portland Cement Concrete (JRCP),5,C,P,Material code for layer derived from lab. testing of adjacent test section.,Q,Layer thickness derived by measuring same material from adjacent test section.,Z,Other (Enter description in COMMENT_NOTE field.),DERIVED FROM SECTION 421690,3,,E
1682,50,Vermont,3,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.5,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
A907,55,Wisconsin,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,G,,,,,,,,4,,E
A907,55,Wisconsin,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (JRCP),5,G,,,,,,,,4,,E
A908,55,Wisconsin,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,G,,,,,,,,4,,E
A908,55,Wisconsin,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,9.199999809,Portland Cement Concrete (JRCP),5,G,,,,,,,,4,,E
668,18,Indiana,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.39999962,Portland Cement Concrete (JPCP),4,C,U,Sampling only occurred at leave end.,,,,,CRACK AND SEAT,3,,E
669,18,Indiana,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.899999619,Portland Cement Concrete (JPCP),4,C,U,Sampling only occurred at leave end.,,,,,CRACK AND SEAT,3,,E
669,18,Indiana,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.899999619,Portland Cement Concrete (JPCP),4,C,U,Sampling only occurred at leave end.,,,,,CRACK AND SEAT,3,,E
669,18,Indiana,5,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.899999619,Portland Cement Concrete (JPCP),4,C,U,Sampling only occurred at leave end.,,,,,CRACK AND SEAT,3,,E
670,18,Indiana,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.80000019,Portland Cement Concrete (JPCP),4,C,U,Sampling only occurred at leave end.,,,,,CRACK AND SEAT,3,,E
959,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
960,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JRCP),5,E,,,,,,,,3,,E
7054,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.10000038,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
5363,26,Michigan,3,4,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (CRCP),6,,,,,,,,,4,,E
7054,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.10000038,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
7073,29,Missouri,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.199999809,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
A410,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.800000191,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
A410,29,Missouri,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.800000191,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
A411,29,Missouri,1,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.800000191,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
5009,51,Virginia,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.300000191,Portland Cement Concrete (CRCP),6,,,,,,,,,3,,E
601,42,Pennsylvania,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
659,42,Pennsylvania,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
4042,34,New Jersey,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.899999619,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
4018,36,New York,6,2,3,Original Surface Layer,PC,Portland cement concrete layer,9.399999619,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
4018,36,New York,7,2,3,Original Surface Layer,PC,Portland cement concrete layer,9.399999619,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
4018,36,New York,8,2,3,Original Surface Layer,PC,Portland cement concrete layer,9.399999619,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
604,42,Pennsylvania,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
4020,9,Connecticut,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
4020,9,Connecticut,5,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.100000381,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
4008,9,Connecticut,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.39999962,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
3008,37,North Carolina,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.900000095,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
5827,37,North Carolina,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (CRCP),6,,,,,,,,,3,,E
7401,44,Rhode Island,2,2,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
3015,89,Quebec,5,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.399999619,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
5827,37,North Carolina,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.100000381,Portland Cement Concrete (CRCP),6,,,,,,,,,3,,E
659,42,Pennsylvania,6,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
659,42,Pennsylvania,7,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
659,42,Pennsylvania,8,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
659,42,Pennsylvania,9,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
659,42,Pennsylvania,10,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
659,42,Pennsylvania,11,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.30000019,Portland Cement Concrete (JRCP),5,C,,,,,,,,3,,E
660,42,Pennsylvania,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.60000038,Portland Cement Concrete (JRCP),5,C,Z,Other (Enter description in COMMENT_NOTE field.),,,,,RUBBLIZED PCC,3,,E
1690,42,Pennsylvania,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.5,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
1690,42,Pennsylvania,5,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.5,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
5020,42,Pennsylvania,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.300000191,Portland Cement Concrete (CRCP),6,,,,,,,,,3,,E
A410,42,Pennsylvania,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.5,Portland Cement Concrete (JRCP),5,C,P,Material code for layer derived from lab. testing of adjacent test section.,Q,Layer thickness derived by measuring same material from adjacent test section.,Z,Other (Enter description in COMMENT_NOTE field.),DERIVED FROM SECTION 421690,3,,E
A411,42,Pennsylvania,5,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.5,Portland Cement Concrete (JRCP),5,C,P,Material code for layer derived from lab. testing of adjacent test section.,Q,Layer thickness derived by measuring same material from adjacent test section.,Z,Other (Enter description in COMMENT_NOTE field.),DERIVED FROM SECTION 421690,3,,E
A430,42,Pennsylvania,5,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.5,Portland Cement Concrete (JRCP),5,C,P,Material code for layer derived from lab. testing of adjacent test section.,Q,Layer thickness derived by measuring same material from adjacent test section.,Z,Other (Enter description in COMMENT_NOTE field.),DERIVED FROM SECTION 421690,3,,E
9075,27,Minnesota,1,4,1,Overlay,PC,Portland cement concrete layer,5.900000095,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
5826,37,North Carolina,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,8,Portland Cement Concrete (CRCP),6,,,,,,,,,4,,E
1682,50,Vermont,2,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.5,Portland Cement Concrete (JPCP),4,,,,,,,,,4,,E
661,42,Pennsylvania,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10,Portland Cement Concrete (JRCP),5,C,Z,Other (Enter description in COMMENT_NOTE field.),,,,,RUBBLIZED PCC,3,,E
5001,9,Connecticut,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,8.199999809,Portland Cement Concrete (CRCP),6,,,,,,,,,3,,E
4004,54,West Virginia,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.19999981,Portland Cement Concrete (JRCP),5,,,,,,,,,3,,E
202,10,Delaware,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.800000191,Portland Cement Concrete (JPCP),4,K,,,,,,,,,,E
204,10,Delaware,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,11,Portland Cement Concrete (JPCP),4,K,,,,,,,,,,E
206,10,Delaware,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,8.899999619,Portland Cement Concrete (JPCP),4,K,,,,,,,,,,E
207,10,Delaware,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,11.30000019,Portland Cement Concrete (JPCP),4,J,,,,,,,,,,E
208,10,Delaware,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,12.10000038,Portland Cement Concrete (JPCP),4,K,,,,,,,,,,E
209,10,Delaware,1,5,3,Original Surface Layer,PC,Portland cement concrete layer,8.199999809,Portland Cement Concrete (JPCP),4,J,,,,,,,,,,E
210,10,Delaware,1,5,3,Original Surface Layer,PC,Portland cement concrete layer,8.300000191,Portland Cement Concrete (JPCP),4,K,,,,,,,,,,E
211,10,Delaware,1,5,3,Original Surface Layer,PC,Portland cement concrete layer,11.80000019,Portland Cement Concrete (JPCP),4,J,,,,,,,,,,E
212,10,Delaware,1,5,3,Original Surface Layer,PC,Portland cement concrete layer,12.39999962,Portland Cement Concrete (JPCP),4,K,,,,,,,,,,E
259,10,Delaware,1,4,3,Original Surface Layer,PC,Portland cement concrete layer,10.19999981,Portland Cement Concrete (JPCP),4,L,,,,,,,,,,E
5807,24,Maryland,3,4,3,Original Surface Layer,PC,Portland cement concrete layer,9,Portland Cement Concrete (CRCP),6,,,,,,,,,4,,E
3008,37,North Carolina,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,7.900000095,Portland Cement Concrete (JPCP),4,,,,,,,,,3,,E
A410,42,Pennsylvania,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.5,Portland Cement Concrete (JRCP),5,C,P,Material code for layer derived from lab. testing of adjacent test section.,Q,Layer thickness derived by measuring same material from adjacent test section.,Z,Other (Enter description in COMMENT_NOTE field.),DERIVED FROM SECTION 421690,3,,E
A411,42,Pennsylvania,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.5,Portland Cement Concrete (JRCP),5,C,P,Material code for layer derived from lab. testing of adjacent test section.,Q,Layer thickness derived by measuring same material from adjacent test section.,Z,Other (Enter description in COMMENT_NOTE field.),DERIVED FROM SECTION 421690,3,,E
A411,42,Pennsylvania,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.5,Portland Cement Concrete (JRCP),5,C,P,Material code for layer derived from lab. testing of adjacent test section.,Q,Layer thickness derived by measuring same material from adjacent test section.,Z,Other (Enter description in COMMENT_NOTE field.),DERIVED FROM SECTION 421690,3,,E
A430,42,Pennsylvania,2,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.5,Portland Cement Concrete (JRCP),5,C,P,Material code for layer derived from lab. testing of adjacent test section.,Q,Layer thickness derived by measuring same material from adjacent test section.,Z,Other (Enter description in COMMENT_NOTE field.),DERIVED FROM SECTION 421690,3,,E
A430,42,Pennsylvania,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.5,Portland Cement Concrete (JRCP),5,C,P,Material code for layer derived from lab. testing of adjacent test section.,Q,Layer thickness derived by measuring same material from adjacent test section.,Z,Other (Enter description in COMMENT_NOTE field.),DERIVED FROM SECTION 421690,3,,E
A430,42,Pennsylvania,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,10.5,Portland Cement Concrete (JRCP),5,C,P,Material code for layer derived from lab. testing of adjacent test section.,Q,Layer thickness derived by measuring same material from adjacent test section.,Z,Other (Enter description in COMMENT_NOTE field.),DERIVED FROM SECTION 421690,3,,E
C410,42,Pennsylvania,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.899999619,Portland Cement Concrete (JRCP),5,C,P,Material code for layer derived from lab. testing of adjacent test section.,Q,Layer thickness derived by measuring same material from adjacent test section.,Z,Other (Enter description in COMMENT_NOTE field.),DERIVED FROM SECTION 421606,3,,E
C411,42,Pennsylvania,3,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.899999619,Portland Cement Concrete (JRCP),5,C,P,Material code for layer derived from lab. testing of adjacent test section.,Q,Layer thickness derived by measuring same material from adjacent test section.,Z,Other (Enter description in COMMENT_NOTE field.),DERIVED FROM SECTION 421606,3,,E
C411,42,Pennsylvania,4,3,3,Original Surface Layer,PC,Portland cement concrete layer,9.899999619,Portland Cement Concrete (JRCP),5,C,P,Material code for layer derived from lab. testing of adjacent test section.,Q,Layer thickness derived by measuring same material from adjacent test section.,Z,Other (Enter description in COMMENT_NOTE field.),DERIVED FROM SECTION 421606,3,,E
